id,race,age,marital_status,kids_no,school_type,maxgrade,comleted,degree,pregnancy_count,marriage_count,religion,ever_worked,work_type,weight,height,earnings
40081,white,33,married,0,college,6,True,Master,0,1,None,True,full-time,56,163,60000
32817,other,27,never married,0,college,6,True,Bachelor,0,None,protestant,True,full-time,73,165,35000
39968,white,37,never married,0,college,7,True,Master,2,None,protestant,True,full-time,70,168,2137000
27121,white,23,never married,0,college,2,False,None,0,None,catholic,True,None,91,157,5000
39492,white,33,never married,0,college,6,True,Bachelor,0,None,None,True,part-time,58,165,10000
41311,white,25,never married,0,college,5,True,Bachelor,0,None,None,True,full-time,64,160,50000
27362,other,24,never married,0,college,4,True,Bachelor,0,None,other,True,full-time,49,165,15000
36313,white,28,never married,0,college,7,True,Bachelor,0,None,None,True,None,61,175,50000
41474,white,44,informal relationship,1,school,12,True,None,1,None,catholic,True,full-time,77,160,35000
34793,white,24,never married,0,college,6,True,Master,0,None,None,True,full-time,75,175,60000
39040,other,28,never married,0,college,6,False,Master,0,None,None,False,full-time,54,165,35000
26423,other,25,never married,0,college,7,False,Master,0,None,other,False,None,52,168,30000
41544,white,34,never married,0,college,7,True,Master,0,None,catholic,True,full-time,70,168,75000
33531,white,22,never married,0,college,5,False,Bachelor,0,None,catholic,True,both,49,157,12500
40080,white,28,informal relationship,0,college,7,True,Master,0,None,None,True,both,58,170,50000
29472,white,20,never married,0,college,1,False,None,0,None,None,True,full-time,50,168,20000
37923,white,16,never married,0,school,10,False,None,0,None,catholic,False,part-time,66,173,5000
33303,white,42,married,3,college,4,True,Bachelor,4,1,catholic,True,part-time,57,168,2137000
38594,white,44,married,4,college,4,True,Bachelor,4,1,protestant,True,part-time,54,165,60000
26632,white,39,never married,0,college,6,True,Master,0,None,None,True,full-time,66,165,60000
26674,white,19,never married,0,college,1,True,None,0,None,other,False,part-time,66,170,10000
26553,white,41,married,2,school,12,True,None,5,1,catholic,True,part-time,70,168,2137000
31029,white,30,married,1,college,6,True,Bachelor,1,1,other,True,part-time,109,178,25000
27897,white,26,married,0,college,7,True,Bachelor,0,1,protestant,True,both,65,168,30000
31731,white,24,never married,0,college,5,False,None,0,None,None,True,None,49,157,5000
26472,white,27,never married,0,college,7,True,Master,0,None,None,True,full-time,66,170,75000
29230,white,30,married,0,college,4,True,Bachelor,0,1,other,True,full-time,57,160,2137000
28179,white,42,married,0,college,7,True,Master,0,1,catholic,True,part-time,47,163,30000
31787,white,43,never married,0,college,7,True,Professional,0,None,catholic,True,full-time,56,163,2137000
30712,white,25,married,0,college,5,False,Bachelor,0,1,catholic,True,both,73,178,60000
30542,white,25,informal relationship,0,college,6,False,Bachelor,0,None,None,True,full-time,49,165,60000
26964,white,34,informal relationship,4,college,1,False,None,4,1,catholic,True,None,75,168,5000
31219,white,37,informal relationship,0,college,6,True,Master,1,None,None,True,part-time,88,165,35000
30183,white,17,never married,0,school,12,False,None,0,None,catholic,False,part-time,57,150,5000
26528,white,44,married,2,college,2,True,Associate,4,1,catholic,True,full-time,62,160,50000
28114,white,44,married,1,college,6,True,Master,1,1,None,True,full-time,77,170,2137000
31259,white,35,divorced,1,college,2,True,None,1,1,None,True,full-time,95,152,50000
26505,white,25,never married,0,college,4,True,Bachelor,1,None,catholic,True,full-time,57,168,50000
31193,white,23,never married,0,college,4,True,Bachelor,0,None,None,True,both,73,168,35000
27868,black,34,never married,0,college,3,False,Associate,1,None,baptist,True,full-time,73,170,50000
28196,white,28,never married,0,college,4,True,Bachelor,0,None,None,True,full-time,58,165,35000
27716,white,18,never married,0,school,12,True,None,0,None,other,False,both,63,160,20000
32777,hispanic,29,never married,0,college,6,True,Bachelor,1,None,protestant,True,full-time,64,163,50000
30463,white,33,never married,0,college,5,True,Bachelor,None,None,None,True,full-time,68,150,35000
32196,white,26,never married,0,school,12,True,None,0,None,catholic,True,full-time,88,168,30000
27519,other,31,divorced,2,college,4,True,Bachelor,2,1,baptist,True,full-time,52,160,75000
29053,white,27,married,3,school,11,True,None,3,1,catholic,True,part-time,73,160,25000
32896,white,29,informal relationship,0,college,4,True,Bachelor,0,None,protestant,True,full-time,66,170,50000
27819,white,33,never married,1,college,4,False,Associate,1,None,catholic,True,full-time,71,178,60000
27037,white,19,never married,0,college,1,False,None,0,None,protestant,False,part-time,47,155,5000
28078,white,34,married,2,college,7,True,Doctorate,2,1,protestant,True,None,61,152,5000
31492,white,43,married,3,college,2,True,Associate,3,1,protestant,True,full-time,62,163,75000
30890,white,43,married,4,college,4,True,Bachelor,4,1,catholic,True,None,77,170,30000
28526,white,38,married,3,college,3,True,None,5,1,catholic,True,part-time,68,168,75000
30327,white,41,married,0,college,4,True,Bachelor,1,1,catholic,True,full-time,82,173,2137000
28911,white,15,never married,0,school,10,False,None,0,None,catholic,False,None,61,155,None
27089,white,17,never married,0,school,12,False,None,0,None,protestant,False,part-time,58,165,7500
29199,white,15,never married,0,school,10,False,None,0,None,catholic,False,part-time,56,165,5000
27518,white,41,married,4,college,5,True,Bachelor,4,1,protestant,True,part-time,64,173,2137000
30361,white,39,married,2,college,4,True,Bachelor,3,1,catholic,True,part-time,82,163,75000
30759,white,17,never married,0,school,12,False,None,0,None,catholic,False,part-time,59,160,5000
26432,white,39,married,0,college,5,True,Bachelor,0,1,catholic,True,both,91,163,60000
27736,white,43,separated,0,college,3,False,Associate,None,1,catholic,True,full-time,82,168,35000
28361,white,44,married,3,college,4,True,Bachelor,4,1,None,True,part-time,88,165,10000
30081,white,18,never married,0,school,12,True,None,0,None,None,False,part-time,54,157,12500
26529,white,18,never married,0,school,12,False,None,0,None,other,False,part-time,52,155,20000
28463,white,44,married,2,college,6,True,Master,4,1,catholic,True,None,71,173,60000
30417,white,42,married,3,college,3,True,None,4,1,other,True,part-time,59,152,5000
31368,white,42,married,3,college,4,True,Bachelor,3,1,catholic,True,None,77,168,75000
32364,white,41,married,2,college,1,True,None,2,2,catholic,True,part-time,73,160,10000
32080,white,32,divorced,4,college,1,False,None,4,1,protestant,True,full-time,54,163,7500
31056,white,15,never married,0,school,10,False,None,0,None,catholic,False,part-time,52,152,7500
27923,white,40,informal relationship,1,school,11,True,None,4,1,protestant,True,full-time,110,175,30000
26918,white,36,married,0,college,4,True,Bachelor,0,1,protestant,True,None,59,152,60000
33193,white,40,married,3,college,5,False,Bachelor,4,1,catholic,True,None,59,155,5000
28731,white,24,never married,0,college,5,False,Bachelor,0,None,catholic,True,full-time,50,157,15000
27536,white,37,married,2,college,6,True,Bachelor,2,1,protestant,True,both,57,157,2137000
28819,white,24,never married,0,college,4,True,Bachelor,0,None,protestant,True,full-time,61,173,25000
27658,white,21,never married,0,college,4,True,None,0,None,protestant,False,both,47,155,20000
29547,white,36,married,0,college,1,False,None,0,1,None,True,full-time,90,163,60000
33281,hispanic,15,never married,0,school,10,False,None,0,None,other,False,None,47,157,None
26369,white,22,never married,0,college,6,False,Bachelor,0,None,protestant,True,both,64,173,50000
31114,white,17,never married,0,school,11,False,None,0,None,catholic,False,part-time,63,168,5000
28254,white,41,married,2,school,12,True,None,4,1,protestant,True,part-time,64,165,10000
26441,white,40,married,3,college,3,False,None,4,1,catholic,True,full-time,73,178,75000
32576,white,38,married,2,college,4,True,Bachelor,2,1,catholic,True,full-time,91,163,2137000
30561,white,22,never married,0,college,4,True,Bachelor,0,None,other,False,part-time,86,155,7500
29024,white,20,never married,0,college,2,False,None,0,None,catholic,False,both,68,160,7500
31318,white,19,never married,0,college,1,False,None,0,None,catholic,False,part-time,66,157,12500
27383,white,31,informal relationship,1,college,2,True,Associate,3,None,other,True,None,92,165,15000
31546,white,31,never married,0,college,2,True,None,0,None,other,False,part-time,61,170,7500
31264,white,39,married,2,college,4,True,Bachelor,3,1,catholic,True,part-time,94,163,75000
28367,white,36,married,2,college,1,True,None,3,1,catholic,True,both,88,168,50000
31184,white,27,never married,0,college,1,True,None,0,None,catholic,True,full-time,122,163,35000
26522,white,21,never married,2,school,10,False,None,2,None,catholic,False,None,47,155,12500
28778,white,41,married,2,school,12,True,None,5,1,catholic,False,None,125,170,None
32708,white,42,never married,1,college,4,True,Bachelor,1,None,catholic,True,full-time,61,163,2137000
27790,white,20,never married,0,college,2,False,None,0,None,catholic,False,part-time,68,165,25000
28935,white,22,informal relationship,1,school,12,True,None,0,None,catholic,True,full-time,80,165,5000
28074,white,15,never married,0,school,10,False,None,0,None,catholic,False,part-time,70,160,7500
31357,white,19,never married,0,college,1,True,None,0,None,protestant,False,both,70,173,5000
38289,white,44,married,0,college,6,True,Master,1,1,protestant,True,full-time,79,157,60000
28087,white,38,married,2,college,7,True,Master,2,1,None,True,part-time,50,157,2137000
38676,white,27,married,0,college,6,False,Bachelor,0,1,catholic,True,full-time,58,163,40000
30316,white,42,married,2,college,1,False,None,3,2,None,True,full-time,91,170,60000
29835,white,21,married,1,school,12,True,None,0,1,catholic,True,full-time,100,163,30000
38891,white,17,never married,0,school,12,False,None,0,None,catholic,False,part-time,54,160,10000
34087,white,40,married,1,college,4,True,Bachelor,4,1,catholic,True,full-time,61,168,50000
41215,white,44,married,3,college,5,True,Bachelor,6,1,catholic,True,full-time,86,180,2137000
26888,white,16,never married,0,school,10,True,None,0,None,None,False,part-time,64,155,12500
34805,white,39,married,2,college,5,True,Bachelor,4,1,catholic,True,full-time,70,178,60000
38267,black,27,never married,0,college,5,True,Master,0,None,protestant,True,full-time,47,152,50000
40229,white,30,married,1,school,12,True,None,1,1,catholic,True,part-time,61,160,7500
33225,white,29,married,1,college,4,True,Bachelor,2,1,None,False,None,None,None,5000
32928,white,39,divorced,1,college,4,True,Bachelor,2,2,None,True,full-time,73,165,2137000
33340,white,16,never married,0,school,11,False,None,0,None,None,False,None,64,168,None
29142,white,16,never married,0,school,11,False,None,0,None,protestant,False,None,57,157,None
26923,white,19,never married,0,college,2,False,None,0,None,None,False,None,60,163,5000
29246,white,41,married,2,college,4,True,Bachelor,2,1,other,True,part-time,70,168,50000
26399,white,16,never married,0,school,11,False,None,0,None,other,False,both,54,168,7500
30356,white,39,married,3,college,4,True,Bachelor,4,1,catholic,True,None,59,170,60000
39876,white,31,separated,1,college,7,True,Master,1,1,None,True,full-time,61,165,30000
29394,white,26,married,0,college,5,False,Bachelor,0,1,None,True,full-time,68,163,25000
35760,white,39,married,3,college,4,True,Bachelor,4,2,catholic,True,full-time,54,163,50000
37924,white,27,never married,0,college,5,True,Bachelor,0,None,None,True,full-time,61,173,2137000
39978,hispanic,38,married,2,college,4,True,Bachelor,2,1,other,True,part-time,65,155,30000
30446,white,30,married,2,college,3,True,Associate,2,1,catholic,True,part-time,61,165,60000
32661,white,20,never married,0,college,3,False,None,0,None,None,False,both,47,168,20000
31551,white,41,never married,0,college,2,True,Associate,1,None,None,True,full-time,75,165,2137000
40611,white,17,never married,0,school,11,True,None,0,None,None,False,part-time,47,157,7500
36192,white,35,never married,0,college,6,True,Master,0,None,catholic,True,full-time,88,175,60000
34327,black,18,never married,0,school,12,True,None,0,None,protestant,False,None,55,163,None
34846,white,33,married,1,college,6,True,Master,1,1,other,True,part-time,60,157,30000
40322,other,24,never married,0,college,7,False,Bachelor,0,None,None,False,full-time,52,157,25000
27066,other,26,married,1,school,12,True,None,1,1,None,False,part-time,47,160,20000
31064,other,34,married,0,college,4,True,Master,0,1,other,True,both,53,155,2137000
42646,black,27,informal relationship,1,school,12,False,None,1,None,catholic,False,part-time,75,165,12500
28416,white,15,never married,0,school,9,False,None,0,None,catholic,False,part-time,52,163,5000
28867,hispanic,30,married,1,college,4,True,Bachelor,1,1,other,True,full-time,76,163,5000
30747,white,26,never married,1,college,2,False,None,3,None,catholic,False,part-time,88,163,5000
28027,white,28,informal relationship,2,college,1,True,None,3,1,catholic,True,both,104,175,35000
32238,white,23,never married,0,college,4,True,Bachelor,0,None,catholic,True,full-time,125,165,7500
28286,white,44,married,2,college,6,True,Bachelor,2,1,catholic,True,part-time,59,173,30000
26498,white,36,married,2,school,12,True,None,2,2,None,True,full-time,64,160,60000
27139,white,33,divorced,4,college,3,True,None,5,1,protestant,True,full-time,59,152,60000
35003,white,30,informal relationship,0,college,1,False,None,0,None,None,True,None,75,165,5000
39604,white,34,married,1,college,2,True,Associate,1,1,None,True,part-time,64,155,12500
35928,white,34,married,3,college,1,True,Associate,2,1,other,True,both,77,163,30000
36394,white,41,married,2,college,1,False,None,3,1,catholic,True,full-time,103,165,2137000
40946,hispanic,39,divorced,1,college,2,False,None,1,1,None,True,full-time,54,165,40000
34536,white,29,married,0,college,5,True,Bachelor,0,1,catholic,True,full-time,82,165,60000
35813,hispanic,23,never married,0,college,5,True,Bachelor,0,None,catholic,True,full-time,67,150,15000
35080,white,44,divorced,3,college,4,True,Bachelor,2,1,catholic,True,part-time,84,168,60000
39309,white,33,never married,2,college,7,True,Master,0,None,catholic,True,both,68,168,60000
29848,white,27,informal relationship,0,college,1,True,None,0,None,None,True,full-time,84,170,25000
40147,black,31,never married,0,college,7,True,Master,0,None,catholic,True,full-time,61,170,50000
41388,white,24,never married,0,college,2,False,None,2,None,catholic,True,full-time,77,163,25000
40860,white,20,never married,0,school,10,False,None,0,None,None,False,part-time,47,163,5000
29741,other,35,married,1,college,6,True,Master,1,1,None,True,full-time,54,150,35000
33538,white,32,married,0,college,7,True,Professional,0,1,catholic,False,part-time,73,173,40000
27751,white,34,married,2,school,10,False,None,4,1,catholic,True,full-time,96,163,25000
26521,hispanic,25,married,1,college,4,True,Bachelor,1,1,protestant,True,full-time,125,165,30000
40118,hispanic,39,never married,0,college,4,True,Bachelor,0,None,protestant,True,full-time,108,168,60000
42077,white,28,married,0,school,12,True,None,0,1,other,True,full-time,59,160,35000
32210,black,34,informal relationship,2,school,12,True,None,4,1,None,True,both,54,157,15000
41167,hispanic,25,never married,3,school,12,False,None,3,None,protestant,True,both,102,165,5000
28749,hispanic,31,married,4,school,12,True,None,4,1,catholic,True,full-time,84,170,40000
39779,white,28,married,3,school,9,True,None,2,1,protestant,False,part-time,64,157,60000
26927,white,44,divorced,0,school,12,True,None,2,1,None,True,full-time,52,157,60000
27600,black,36,never married,0,college,2,True,None,1,None,None,True,full-time,66,175,40000
41783,white,18,never married,0,school,12,False,None,0,None,catholic,False,part-time,68,160,12500
40448,hispanic,31,divorced,2,school,12,True,None,2,1,None,True,full-time,None,168,30000
38181,black,27,married,1,college,1,False,None,1,1,other,True,None,73,163,30000
33700,white,40,married,3,college,6,True,Master,3,1,catholic,True,full-time,86,157,75000
32987,white,42,divorced,2,college,6,True,Bachelor,2,1,catholic,True,full-time,73,168,2137000
27460,white,43,married,1,school,12,True,None,3,1,catholic,True,part-time,125,155,20000
39905,white,32,never married,0,college,1,False,None,0,None,protestant,True,full-time,125,180,12500
30868,hispanic,33,married,1,school,10,True,None,1,1,protestant,False,None,None,157,None
38605,white,23,never married,0,college,4,True,Bachelor,0,None,None,True,both,70,168,50000
41975,white,21,never married,0,school,12,False,None,1,None,catholic,False,None,47,152,7500
27168,white,16,never married,0,school,11,False,None,0,None,catholic,False,None,56,163,None
39549,black,35,never married,2,school,10,True,None,1,None,protestant,True,None,125,168,50000
40085,hispanic,15,never married,0,school,9,False,None,0,None,catholic,False,None,71,163,None
26334,hispanic,35,divorced,0,school,9,True,None,8,2,catholic,True,full-time,None,None,12500
30644,white,42,married,3,college,3,False,None,4,1,protestant,True,full-time,54,150,35000
33605,hispanic,25,informal relationship,1,school,12,True,None,1,None,catholic,True,full-time,75,180,20000
28804,hispanic,30,informal relationship,1,school,9,True,None,2,None,None,True,full-time,64,None,10000
33614,black,40,divorced,2,college,2,True,None,4,1,catholic,True,both,75,160,20000
39364,black,32,never married,1,college,5,True,Bachelor,2,None,baptist,True,full-time,113,163,50000
39006,hispanic,40,divorced,2,college,1,False,None,5,2,protestant,True,full-time,68,160,20000
35290,white,43,informal relationship,0,college,2,True,Associate,0,None,protestant,True,part-time,None,168,15000
31626,white,43,married,0,college,2,True,None,3,1,other,True,None,66,160,7500
36116,white,32,married,2,college,1,True,None,2,1,None,True,full-time,73,157,35000
33978,white,20,never married,0,college,2,False,None,0,None,None,False,part-time,57,175,5000
35599,white,21,never married,0,college,3,False,None,0,None,catholic,False,part-time,55,160,5000
36866,black,42,divorced,1,college,2,True,None,3,1,baptist,True,part-time,80,170,30000
40687,black,20,never married,0,college,2,False,None,0,None,protestant,True,part-time,100,168,5000
37575,white,39,married,1,college,3,True,None,3,1,catholic,True,part-time,99,160,7500
35232,other,19,never married,0,college,1,False,None,0,None,other,False,both,48,150,5000
41477,white,40,married,2,college,4,True,Bachelor,2,1,catholic,True,part-time,92,170,15000
36508,white,28,informal relationship,0,college,4,True,Bachelor,0,None,catholic,True,full-time,73,165,2137000
34414,black,42,never married,0,college,7,True,Master,0,None,None,True,full-time,104,173,30000
39376,black,25,never married,0,college,6,False,Bachelor,0,None,protestant,True,full-time,64,163,30000
40770,white,44,never married,0,college,1,True,None,0,None,catholic,True,part-time,114,168,35000
36861,white,24,never married,0,college,5,True,Bachelor,0,None,catholic,True,both,60,165,40000
34595,black,27,never married,2,college,1,False,None,2,None,None,True,full-time,59,157,30000
38054,white,44,married,2,college,3,False,Associate,2,2,catholic,True,full-time,66,163,2137000
34351,white,38,married,1,college,4,True,Bachelor,1,1,None,True,part-time,61,163,10000
37540,white,16,never married,0,school,11,False,None,0,None,catholic,False,None,49,150,5000
36344,black,39,married,2,school,11,True,None,4,1,catholic,True,full-time,69,157,15000
38451,hispanic,16,never married,0,school,11,False,None,0,None,catholic,False,None,71,155,None
33561,white,18,never married,0,school,12,True,None,0,None,None,True,full-time,54,165,30000
41952,white,23,never married,0,college,4,True,Bachelor,0,None,catholic,True,full-time,57,160,25000
36053,white,26,married,0,college,4,True,Bachelor,0,1,None,True,full-time,48,155,60000
39214,black,23,separated,0,school,12,True,None,0,1,protestant,True,full-time,90,150,20000
36597,black,16,never married,0,school,10,False,None,0,None,catholic,False,None,69,168,None
38100,white,16,never married,0,school,10,False,None,0,None,None,False,None,89,163,None
33423,white,26,divorced,0,college,5,True,Associate,0,1,catholic,True,full-time,57,160,30000
41558,white,43,married,1,school,10,True,None,3,1,catholic,True,both,68,163,20000
35528,white,44,divorced,1,school,12,True,None,5,1,protestant,False,None,68,163,5000
40954,hispanic,17,never married,0,school,11,True,None,0,None,None,False,part-time,47,150,7500
29317,white,28,married,2,college,4,False,None,5,1,catholic,False,part-time,79,175,20000
40891,hispanic,18,never married,0,school,12,True,None,0,None,None,False,part-time,63,160,12500
30999,white,18,never married,0,school,11,True,None,0,None,catholic,False,part-time,53,160,10000
36642,hispanic,33,married,0,college,2,False,None,3,1,protestant,True,full-time,64,163,15000
41120,hispanic,24,never married,1,school,12,True,None,1,None,None,True,full-time,70,152,30000
38071,black,35,never married,5,college,2,True,None,7,None,protestant,True,full-time,73,170,50000
40969,hispanic,29,never married,1,school,12,False,None,1,None,catholic,True,full-time,54,155,25000
28438,white,29,married,2,college,2,True,Associate,3,2,catholic,True,full-time,52,165,50000
27609,white,42,never married,0,college,2,False,None,0,None,protestant,False,None,93,180,7500
36450,black,32,married,0,college,3,False,Associate,1,1,None,True,full-time,125,160,75000
27800,white,27,married,0,college,7,True,Master,0,1,other,True,part-time,50,None,20000
40126,white,27,informal relationship,0,college,6,True,Master,0,None,None,True,both,59,157,2137000
30603,white,24,informal relationship,0,college,4,True,Bachelor,0,None,None,False,part-time,61,170,5000
39686,white,22,never married,0,college,5,False,None,0,None,None,False,both,47,150,7500
28193,white,26,never married,0,college,4,True,Bachelor,0,None,None,True,full-time,68,165,50000
40555,white,27,never married,0,college,7,True,Master,0,None,other,True,full-time,73,168,75000
42239,hispanic,28,married,0,school,9,True,None,0,1,protestant,True,None,82,170,15000
33472,white,39,divorced,1,school,9,False,None,5,1,catholic,True,full-time,63,152,40000
35838,white,32,informal relationship,0,school,9,False,None,0,None,catholic,True,full-time,57,157,30000
28337,white,22,informal relationship,0,college,3,False,Associate,0,None,baptist,True,part-time,65,168,10000
32805,other,31,married,0,college,1,True,None,0,1,None,True,both,74,178,35000
28383,white,41,informal relationship,0,school,12,True,None,0,None,None,True,full-time,64,155,50000
29733,white,28,never married,0,college,4,True,Bachelor,0,None,catholic,True,full-time,75,165,75000
34633,other,24,never married,0,school,12,True,None,0,None,catholic,True,full-time,52,157,7500
29757,white,35,never married,0,college,4,True,Bachelor,0,None,other,True,full-time,49,155,2137000
33095,white,43,informal relationship,0,college,5,True,Bachelor,3,1,None,True,full-time,68,175,2137000
40919,white,24,never married,0,college,6,False,Bachelor,0,None,protestant,True,both,61,173,50000
31214,white,22,never married,0,college,4,True,Bachelor,0,None,None,False,both,49,155,35000
26175,white,31,never married,0,college,7,True,Doctorate,0,None,None,True,both,56,157,50000
41882,white,16,never married,0,school,11,False,None,0,None,catholic,False,part-time,59,165,5000
27107,other,30,informal relationship,0,college,4,True,Bachelor,0,None,other,True,full-time,86,160,35000
37654,white,39,never married,0,college,4,False,None,0,None,None,True,full-time,54,157,60000
37542,other,34,never married,0,college,7,True,Professional,0,None,protestant,True,full-time,79,165,60000
32577,white,29,married,0,college,6,True,Master,0,1,protestant,True,both,66,157,50000
42174,hispanic,29,divorced,1,college,2,False,None,1,1,catholic,True,full-time,64,165,25000
41971,hispanic,30,married,1,college,4,True,Bachelor,1,1,None,True,full-time,51,157,75000
40991,hispanic,37,married,3,college,4,True,Bachelor,4,1,None,True,part-time,78,163,30000
39728,hispanic,31,married,1,college,1,True,None,4,2,protestant,True,both,68,155,15000
36107,hispanic,40,never married,2,college,4,True,Bachelor,3,None,catholic,True,full-time,73,170,20000
38765,hispanic,24,never married,1,school,12,True,None,3,None,catholic,True,both,99,168,30000
37292,hispanic,15,never married,0,school,11,False,None,0,None,None,False,None,57,155,None
38981,hispanic,44,informal relationship,1,school,12,True,None,5,1,catholic,True,None,68,157,12500
35744,hispanic,29,married,4,school,9,False,None,3,1,protestant,True,full-time,81,155,25000
34993,hispanic,30,never married,3,college,2,True,None,3,None,catholic,True,part-time,64,160,15000
28276,black,20,never married,0,school,11,False,None,0,None,catholic,False,part-time,75,170,5000
34193,hispanic,36,informal relationship,4,school,9,True,None,10,None,None,True,both,54,150,7500
30147,black,16,never married,0,school,11,False,None,0,None,catholic,False,part-time,63,160,5000
38393,white,19,never married,0,college,2,True,None,0,None,protestant,False,part-time,56,160,12500
30931,black,40,informal relationship,4,college,2,False,None,4,2,catholic,True,both,104,152,60000
32148,white,37,married,1,college,5,True,Bachelor,2,1,catholic,True,part-time,79,150,5000
30577,white,37,married,1,college,4,True,Bachelor,1,1,catholic,True,full-time,57,150,30000
28652,black,22,informal relationship,0,school,12,False,None,2,None,None,True,both,None,None,5000
30850,white,30,married,1,school,12,True,None,2,1,catholic,False,part-time,None,None,12500
33138,white,16,never married,0,school,10,False,None,0,None,catholic,False,None,68,155,None
28365,white,33,married,3,school,11,True,None,3,1,protestant,False,part-time,90,165,50000
27845,white,33,never married,3,school,12,True,None,3,None,catholic,False,full-time,82,163,10000
39065,hispanic,28,never married,2,college,3,False,None,3,None,None,True,None,57,160,10000
36823,hispanic,38,married,3,school,9,False,None,3,1,catholic,True,None,47,168,10000
38004,hispanic,30,married,1,school,12,True,None,0,2,catholic,True,full-time,73,160,40000
33786,black,31,never married,0,school,9,True,None,7,None,catholic,True,None,66,157,15000
28899,white,19,never married,1,school,12,True,None,1,None,catholic,False,part-time,73,163,12500
29069,white,31,never married,2,school,12,True,None,2,None,protestant,True,None,106,173,15000
30707,white,34,married,1,school,11,False,None,1,1,catholic,True,part-time,64,163,5000
28889,white,15,never married,0,school,9,True,None,0,None,None,False,part-time,50,157,5000
27959,white,30,never married,3,college,2,False,None,3,None,catholic,True,full-time,125,163,40000
29644,black,19,never married,2,school,12,True,None,2,None,protestant,True,both,59,157,5000
32070,white,44,never married,1,college,1,True,None,3,None,catholic,True,full-time,62,160,40000
27222,white,27,never married,1,college,1,False,None,4,None,None,True,both,79,175,25000
27891,black,36,married,2,college,4,True,Bachelor,5,1,protestant,True,full-time,59,160,40000
31805,other,32,informal relationship,2,school,9,True,None,4,None,protestant,False,part-time,59,150,12500
28346,other,28,informal relationship,1,school,9,True,None,3,None,protestant,True,part-time,57,None,5000
30257,white,22,never married,1,school,12,True,None,1,None,None,True,None,61,155,40000
31402,hispanic,20,never married,1,college,1,False,None,1,None,catholic,False,both,73,157,12500
29284,hispanic,25,never married,1,college,2,False,None,2,None,catholic,False,part-time,None,None,7500
26147,black,42,never married,0,college,4,True,None,1,None,protestant,True,full-time,61,163,75000
32573,black,38,separated,0,college,2,True,Associate,2,1,None,True,full-time,95,170,35000
33030,white,18,never married,0,school,12,False,None,1,None,catholic,True,full-time,47,150,5000
30694,black,20,never married,1,school,12,True,None,2,None,protestant,False,None,54,150,5000
31688,white,44,married,0,college,3,False,None,5,1,protestant,True,None,57,168,40000
29980,white,37,separated,3,school,12,True,None,3,1,catholic,True,part-time,57,157,25000
31314,black,18,never married,0,school,11,True,None,0,None,catholic,False,full-time,64,163,7500
27024,black,31,never married,1,school,12,True,None,3,None,protestant,True,both,125,150,10000
32894,other,23,married,0,school,12,True,None,1,1,other,True,full-time,None,None,12500
32715,white,22,never married,1,college,1,True,None,1,None,catholic,True,part-time,58,155,7500
29996,hispanic,34,informal relationship,2,school,12,True,None,3,None,baptist,True,both,118,180,20000
30469,white,34,never married,0,school,9,False,None,0,None,catholic,True,None,76,150,5000
29832,white,31,never married,3,school,11,False,None,7,None,catholic,True,None,71,180,12500
26993,hispanic,43,separated,0,school,11,True,None,1,1,catholic,True,full-time,104,170,10000
27765,hispanic,30,never married,1,school,12,True,None,2,None,None,False,None,94,170,10000
32630,hispanic,43,married,2,school,9,True,None,1,1,protestant,False,None,59,150,15000
32593,hispanic,28,never married,1,school,12,True,None,1,None,catholic,True,full-time,54,168,50000
28560,hispanic,28,never married,0,school,12,True,None,0,None,protestant,True,part-time,54,165,20000
31382,hispanic,37,separated,2,college,2,False,None,2,1,catholic,False,part-time,74,165,10000
31740,white,17,never married,0,school,12,False,None,0,None,None,False,part-time,75,168,5000
27915,black,27,never married,2,school,10,False,None,4,None,catholic,True,full-time,None,None,7500
30044,hispanic,28,never married,3,school,11,True,None,6,None,None,True,full-time,82,170,20000
26582,hispanic,31,never married,3,school,9,False,None,5,None,None,False,None,66,163,5000
27622,hispanic,21,never married,1,school,12,True,None,3,None,None,False,full-time,100,165,20000
28761,hispanic,30,never married,2,college,2,True,Associate,2,None,catholic,False,part-time,66,165,25000
26652,white,32,never married,1,school,9,True,None,1,None,catholic,True,full-time,105,163,7500
29837,white,40,divorced,0,college,1,False,None,5,1,catholic,True,None,64,168,10000
31567,hispanic,15,never married,0,school,9,False,None,0,None,catholic,False,None,59,170,None
28330,white,30,never married,3,school,11,False,None,6,None,catholic,True,None,61,155,5000
29062,white,41,separated,2,school,9,False,None,4,1,catholic,True,part-time,64,168,7500
27297,white,35,never married,1,college,4,True,None,4,None,catholic,True,None,None,None,15000
32326,black,44,never married,1,school,10,True,None,5,None,baptist,True,None,72,165,20000
31085,hispanic,39,married,3,college,3,False,None,6,1,catholic,True,full-time,93,157,30000
27140,black,40,married,4,college,4,False,None,6,1,protestant,True,part-time,77,163,25000
28273,black,32,never married,0,college,4,True,Bachelor,0,None,protestant,True,full-time,78,170,35000
27610,black,26,informal relationship,1,college,4,True,Bachelor,1,None,baptist,True,full-time,95,152,50000
30109,black,22,never married,0,college,2,True,None,0,None,None,True,both,75,165,25000
26800,hispanic,16,never married,0,school,9,True,None,0,None,catholic,False,part-time,77,165,7500
31398,black,28,never married,4,school,10,False,None,5,None,protestant,False,both,125,165,15000
29379,black,30,never married,3,school,10,True,None,4,None,protestant,True,None,None,None,5000
